vehicle_id,ev_model_name,battery_pack_id,age_months,odometer_km,fast_charging_share,avg_daily_km,avg_temperature,voltage_mean,current_mean,soh_percent,rul_months,rul_cycles,rul_cycles
EV0262,BYD Atto 3,BAT020,91,67840,39,24.8,35.85,400.48,139.46,60,0,775,775
EV0263,Tesla Model 3,BAT027,47,88413,35,62.7,37.01,357.3,165.39,62.44,7,774,774
EV0264,BMW i4,BAT029,66,39078,64,19.7,44.21,401.58,141.08,72.87,36.8,773,773
EV0265,Hyundai Kona EV,BAT024,18,26306,66,48.7,22.14,401.47,222.29,84.14,69,772,772
EV0266,Audi e-tron,BAT026,31,46116,11,49.6,27.73,395.93,223.34,83.16,66.2,771,771
EV0267,Nissan Leaf,BAT029,86,52608,5,20.4,25.75,394.02,190.75,74.88,42.5,770,770
EV0268,Hyundai Kona EV,BAT012,11,14626,8,44.3,33.53,412.63,169.37,91.7,90.6,769,769
EV0269,Tesla Model 3,BAT036,17,22308,50,43.7,33.46,398.37,154.45,91.23,89.2,768,768
EV0270,Hyundai Kona EV,BAT011,88,174494,46,66.1,32.45,372.13,154.33,60,0,767,767
EV0271,BMW i4,BAT002,8,6670,60,27.8,41.31,388.82,229.84,96.58,104.5,766,766
EV0272,Mahindra XUV400,BAT049,21,41360,48,65.7,26.71,362.66,215.29,93.28,95.1,765,765
EV0273,BYD Atto 3,BAT012,65,112697,30,57.8,41.97,414.77,288.35,63.18,9.1,764,764
EV0274,Hyundai Kona EV,BAT028,88,56468,31,21.4,31.39,364.86,209.89,60,0,763,763
EV0275,Kia EV6,BAT019,51,95791,34,62.6,37.18,375.33,121.09,76.26,46.5,762,762
EV0276,Tesla Model 3,BAT006,89,153190,45,57.4,25.76,389.59,105.42,72.87,36.8,761,761
EV0277,BYD Atto 3,BAT049,87,105007,53,40.2,36.16,370.02,172.48,78.16,51.9,760,760
EV0278,Audi e-tron,BAT004,94,119476,23,42.4,42.14,385.13,261.85,71.83,33.8,759,759
EV0279,BMW i4,BAT013,64,90694,34,47.2,22.32,382.38,272.77,85.93,74.1,758,758
EV0280,Tesla Model 3,BAT017,46,61205,63,44.4,23.2,395.82,188.33,70.51,30,757,757
EV0281,Hyundai Kona EV,BAT019,23,36283,36,52.6,22.45,400.91,203.64,91.9,91.1,756,756
EV0282,Tesla Model 3,BAT048,19,14620,39,25.6,30.81,392.04,187.04,89.19,83.4,755,755
EV0283,Tata Nexon EV,BAT001,63,50649,27,26.8,37.65,351.83,230.22,75.21,43.5,754,754
EV0284,Tata Nexon EV,BAT047,67,38295,62,19.1,28.16,410.75,175.45,73.29,38,753,753
EV0285,Hyundai Kona EV,BAT008,18,17263,15,32,40.57,391.07,252.58,93.13,94.7,752,752
EV0286,BMW i4,BAT036,80,144061,50,60,38.84,394.52,171.15,60,0,751,751
EV0287,Kia EV6,BAT028,66,94941,35,48,22.71,363.19,254.55,60,0,750,750
EV0288,Audi e-tron,BAT027,34,18365,31,18,22.18,375.52,120.72,74.75,42.1,749,749
EV0289,MG ZS EV,BAT012,94,149430,7,53,42.51,380.37,192.4,68.29,23.7,748,748
EV0290,Audi e-tron,BAT031,75,149939,64,66.6,28.64,403.49,260.32,60,0,747,747
EV0291,BYD Atto 3,BAT041,85,144146,24,56.5,25.9,362.14,219.46,60,0,746,746
EV0292,Nissan Leaf,BAT047,29,20047,52,23,20.91,419.89,280.18,91.52,90.1,745,745
EV0293,BYD Atto 3,BAT017,41,65653,45,53.4,37.01,391.71,283.34,68.55,24.4,744,744
EV0294,Hyundai Kona EV,BAT046,95,166935,40,58.6,30.81,363.44,255.43,60.9,2.6,743,743
EV0295,Hyundai Kona EV,BAT031,54,98052,41,60.5,28.44,406.29,109.44,87.9,79.7,742,742
EV0296,Audi e-tron,BAT046,18,30098,40,55.7,32.25,395.54,231.15,91.81,90.9,741,741
EV0297,Tesla Model 3,BAT013,11,16625,17,50.4,30.88,403.2,198.65,93.88,96.8,740,740
EV0298,Audi e-tron,BAT010,27,24101,55,29.8,36.85,384.41,213.63,89.12,83.2,739,739
EV0299,Kia EV6,BAT033,8,5222,36,21.8,20.49,350.05,158.25,95.22,100.6,738,738
EV0300,Mahindra XUV400,BAT043,17,22665,22,44.4,23.03,351.01,227.44,90.22,86.3,930,930
EV0301,BMW i4,BAT036,95,102213,28,35.9,25,387.1,195.51,60,0,929,929
EV0302,BMW i4,BAT011,94,164842,59,58.5,42.88,366.05,137.19,64.58,13.1,928,928
EV0303,Tesla Model 3,BAT033,33,63349,6,64,39.6,372.67,247.71,92.6,93.1,927,927
EV0304,BMW i4,BAT020,23,15984,70,23.2,22.47,371.41,199.88,87.37,78.2,926,926
EV0305,Nissan Leaf,BAT036,62,66967,48,36,35.49,404.69,101.08,60,0,925,925
EV0306,MG ZS EV,BAT014,63,41553,51,22,38.31,396.16,225.15,60,0,924,924
EV0307,Tesla Model 3,BAT029,9,16385,42,60.7,35.41,356.8,214.49,94.79,99.4,923,923
EV0308,BMW i4,BAT008,76,103057,46,45.2,31.76,354.67,234.85,60,0,922,922
EV0309,Mahindra XUV400,BAT039,46,30428,61,22,39.01,414.23,219.22,62.12,6.1,921,921
EV0310,Kia EV6,BAT039,85,161442,66,63.3,44.49,370.41,132.52,60,0,920,920
EV0311,MG ZS EV,BAT012,25,34659,46,46.2,33.05,408.73,295.97,88.28,80.8,919,919
EV0312,MG ZS EV,BAT010,78,93410,52,39.9,36.15,384.22,203.35,65.23,14.9,918,918
EV0313,BMW i4,BAT047,65,45643,49,23.4,22.49,360.83,171.85,60,0,917,917
EV0314,Audi e-tron,BAT014,24,33314,25,46.3,38.16,401.01,201.56,91.06,88.7,916,916
EV0315,Mahindra XUV400,BAT036,65,98503,14,50.5,32.14,417.06,227.96,60,0,915,915
EV0316,Tata Nexon EV,BAT043,28,16209,36,19.3,38.43,391.74,110.39,86.59,76,914,914
EV0317,MG ZS EV,BAT007,75,100343,69,44.6,26.84,377.36,219.49,66.23,17.8,913,913
EV0318,Kia EV6,BAT041,62,48127,70,25.9,34.55,389.6,122.53,62.73,7.8,912,912
EV0319,Tata Nexon EV,BAT005,23,27008,52,39.1,44.3,398.63,129.55,91.18,89.1,911,911
EV0320,Tata Nexon EV,BAT021,63,121442,21,64.3,35.06,376.42,122.83,65.34,15.3,910,910
EV0321,Mahindra XUV400,BAT022,36,54227,19,50.2,29.32,406.43,290.96,90.46,87,909,909
EV0322,BYD Atto 3,BAT020,33,54333,49,54.9,36.4,364.96,294.54,82.27,63.6,908,908
EV0323,Nissan Leaf,BAT046,33,34581,41,34.9,23.76,374.73,251.82,83.19,66.3,907,907
EV0324,Nissan Leaf,BAT012,31,52595,31,56.6,20.63,351.16,247.37,88.19,80.5,906,906
EV0325,Kia EV6,BAT041,39,66194,54,56.6,31.36,375.42,169.53,71.05,31.6,905,905
EV0326,Nissan Leaf,BAT004,94,100027,59,35.5,33.34,413.15,148.95,60,0,904,904
EV0327,Mahindra XUV400,BAT032,73,52661,26,24,44.02,375.55,222.2,82.31,63.7,903,903
EV0328,Mahindra XUV400,BAT040,2,1766,18,29.4,25.26,370.45,238.76,98.02,108.6,902,902
EV0329,Tesla Model 3,BAT048,18,21354,58,39.5,30.01,410.95,231.81,91.96,91.3,901,901
EV0330,Nissan Leaf,BAT042,83,94612,67,38,36.76,379.49,188.23,61.84,5.3,900,900
EV0331,BYD Atto 3,BAT026,83,46310,69,18.6,42.47,371.59,227.07,60,0,899,899
EV0332,Kia EV6,BAT036,43,43247,58,33.5,30.44,409.49,197.56,81.96,62.7,898,898
EV0333,Tesla Model 3,BAT027,77,143202,70,62,30.93,383.98,294.43,60,0,897,897
EV0334,Tata Nexon EV,BAT002,40,54341,45,45.3,24.36,396.89,276.03,77.88,51.1,896,896
EV0335,Audi e-tron,BAT036,11,12170,20,36.9,28.47,351.62,257.66,97,105.7,895,895
EV0336,Audi e-tron,BAT029,78,87395,9,37.3,41.49,374.06,279.39,82.54,64.4,894,894
EV0337,Nissan Leaf,BAT011,90,88062,9,32.6,23.15,374.14,205.12,71.96,34.2,893,893
EV0338,BYD Atto 3,BAT037,51,55345,66,36.2,37.83,402.08,191.09,66.79,19.4,892,892
EV0339,Tesla Model 3,BAT005,74,74255,42,33.4,24.19,418.46,192.01,77.25,49.3,891,891
EV0340,Audi e-tron,BAT021,56,55424,64,33,38.47,411.88,152.48,74.32,40.9,890,890
EV0341,Audi e-tron,BAT032,21,17401,12,27.6,38.1,399.34,149.04,87.26,77.9,889,889
EV0342,Mahindra XUV400,BAT031,42,73164,40,58.1,36.13,405.49,256.57,81.35,61,888,888
EV0343,Tata Nexon EV,BAT013,59,63344,26,35.8,39.77,398.78,138.82,73.28,37.9,887,887
EV0344,Kia EV6,BAT015,24,33451,13,46.5,30.76,393.46,299.63,81.98,62.8,886,886
EV0345,Audi e-tron,BAT021,31,60435,68,65,31.68,398.83,198.39,74.15,40.4,885,885
EV0346,Kia EV6,BAT015,39,70173,15,60,27.46,353.71,295.63,69.64,27.5,884,884
EV0347,Nissan Leaf,BAT031,94,61883,17,21.9,44.1,369.38,291.25,60,0,883,883
EV0348,Tata Nexon EV,BAT045,41,69913,20,56.8,44.25,392.74,173.85,77.51,50,882,882
EV0349,BMW i4,BAT048,93,77997,36,28,22.51,367.89,182,71.86,33.9,881,881
EV0350,MG ZS EV,BAT005,2,1115,24,18.6,31.76,358.74,243.67,98.32,109.5,880,880
EV0351,Kia EV6,BAT029,94,121486,63,43.1,24.86,392.05,222.89,65.71,16.3,879,879
EV0352,Tesla Model 3,BAT047,38,57654,6,50.6,38.45,411,215.25,74.07,40.2,878,878
EV0353,Kia EV6,BAT010,78,53413,10,22.8,34.39,417.19,254.1,75.99,45.7,877,877
EV0354,Hyundai Kona EV,BAT036,77,94209,36,40.8,33.87,351.46,156.92,60,0,876,876
EV0355,Nissan Leaf,BAT050,54,100871,29,62.3,42.18,410.31,241.99,78.4,52.6,875,875
EV0356,Nissan Leaf,BAT011,92,73464,39,26.6,25.19,369.27,132.6,60,0,874,874
EV0357,Audi e-tron,BAT002,25,27225,7,36.3,44.11,357.37,158.52,81.89,62.5,873,873
EV0358,BMW i4,BAT043,55,28541,69,17.3,32.25,409.23,282.89,71.64,33.3,872,872
EV0359,Tesla Model 3,BAT003,64,124773,28,65,37.25,403.43,121.58,75.33,43.8,871,871
EV0360,Tata Nexon EV,BAT005,2,2223,45,37,20.22,381.51,253.66,97.43,106.9,1162,1162
EV0361,Hyundai Kona EV,BAT049,22,33876,62,51.3,39.71,385.26,102.04,90.57,87.3,1161,1161
EV0362,Hyundai Kona EV,BAT047,87,108535,6,41.6,37.06,374.66,274.54,71.32,32.3,1160,1160
EV0363,MG ZS EV,BAT033,71,39293,70,18.4,40.27,412.41,114.1,60,0,1159,1159
EV0364,Kia EV6,BAT006,40,52254,56,43.5,33.09,416.26,240.11,67.74,22.1,1158,1158
EV0365,Kia EV6,BAT043,71,111272,55,52.2,32.56,370.16,200.02,63.89,11.1,1157,1157
EV0366,BMW i4,BAT050,87,144339,26,55.3,25.05,384.15,224.06,76.46,47,1156,1156
EV0367,Tesla Model 3,BAT008,13,11347,36,29.1,38.18,368.29,251.51,88.87,82.5,1155,1155
EV0368,Mahindra XUV400,BAT026,72,114163,35,52.9,36.44,417.94,238.08,60,0,1154,1154
EV0369,Mahindra XUV400,BAT032,51,31800,29,20.8,26.93,384.15,261.1,73.79,39.4,1153,1153
EV0370,BMW i4,BAT001,68,77595,34,38,39.35,388.33,101.38,78.01,51.5,1152,1152
EV0371,Tata Nexon EV,BAT048,64,39670,54,20.7,39.56,358.66,219.67,80.69,59.1,1151,1151
EV0372,Tata Nexon EV,BAT046,56,106975,16,63.7,24.02,396.59,230.81,83.34,66.7,1150,1150
EV0373,Audi e-tron,BAT025,79,80085,36,33.8,29.38,406.44,203.12,60,0,1149,1149
EV0374,Tesla Model 3,BAT037,21,23720,47,37.7,44.01,406.53,260.84,87.18,77.7,1148,1148
EV0375,Nissan Leaf,BAT020,74,127829,50,57.6,40.69,414.29,183.39,63.46,9.9,1147,1147
EV0376,Nissan Leaf,BAT039,94,184862,63,65.6,39.53,356.47,142.48,60,0,1146,1146
EV0377,Mahindra XUV400,BAT017,44,59843,58,45.3,30.94,399.35,162.88,79.14,54.7,1145,1145
EV0378,Mahindra XUV400,BAT044,89,51352,38,19.2,27.1,398.8,237.28,60,0,1144,1144
EV0379,Kia EV6,BAT030,46,43726,59,31.7,39.33,404.62,231.37,62.28,6.5,1143,1143
EV0380,Kia EV6,BAT017,66,103941,50,52.5,36.85,409.93,132.57,60,0,1142,1142
EV0381,Kia EV6,BAT003,31,41597,45,44.7,23.57,387.48,158.75,76.89,48.3,1141,1141
EV0382,Audi e-tron,BAT048,95,99240,55,34.8,20.67,379.64,105.55,61.9,5.4,1140,1140
EV0383,BMW i4,BAT024,76,50995,15,22.4,32.6,361.12,172.74,60,0,1139,1139
EV0384,MG ZS EV,BAT001,90,51587,9,19.1,32.4,406.5,111.73,60,0,1138,1138
EV0385,Mahindra XUV400,BAT046,59,114160,57,64.5,30.75,357.07,236.34,76.28,46.5,1137,1137
EV0386,Nissan Leaf,BAT019,65,76343,40,39.2,39.99,393.24,271.6,60,0,1136,1136
EV0387,Tata Nexon EV,BAT029,55,52350,37,31.7,34.93,418.8,191.94,67.81,22.3,1135,1135
EV0388,Hyundai Kona EV,BAT021,92,115856,62,42,24.54,380.43,178.04,63.57,10.2,1134,1134
EV0389,Tata Nexon EV,BAT005,70,129155,10,61.5,39.11,355.5,288.26,73.76,39.3,1133,1133
EV0390,BMW i4,BAT042,63,40183,7,21.3,27.53,377.48,235.44,71.35,32.4,1132,1132
EV0391,Audi e-tron,BAT029,74,77620,21,35,44.38,387.58,172.2,60,0,1131,1131
EV0392,Hyundai Kona EV,BAT009,64,60336,19,31.4,23.43,392.96,146.12,85.99,74.3,1130,1130
EV0393,MG ZS EV,BAT028,29,24094,61,27.7,23.57,370.9,161.62,85.43,72.7,1129,1129
EV0394,Tesla Model 3,BAT040,47,63495,30,45,38.49,370.66,172.82,68.05,23,1128,1128
EV0395,BYD Atto 3,BAT044,3,3207,38,35.6,29.25,381.56,133.91,96.73,104.9,1127,1127
EV0396,Hyundai Kona EV,BAT016,94,183641,40,65.1,44.02,351.45,269.58,60,0,1126,1126
EV0397,Nissan Leaf,BAT007,36,20987,49,19.4,41.78,392.56,196.55,70.87,31.1,1125,1125
EV0398,MG ZS EV,BAT005,26,19262,45,24.7,44.09,367.75,174.23,79.11,54.6,1124,1124
EV0399,Hyundai Kona EV,BAT050,94,64607,39,22.9,22.75,408.45,169.33,60,0,1123,1123
EV0400,Tesla Model 3,BAT048,75,133502,39,59.3,31.91,390.47,136.85,60,0,1122,1122
EV0401,Kia EV6,BAT028,21,23432,29,37.2,43.68,389.5,151.42,89.41,84,1121,1121
EV0402,Hyundai Kona EV,BAT043,43,69340,16,53.8,41.15,386.05,145.08,70.09,28.8,1120,1120
EV0403,MG ZS EV,BAT039,39,66758,36,57.1,23.89,383.36,131.55,75.71,44.9,1119,1119
EV0404,MG ZS EV,BAT045,72,41562,11,19.2,41.46,393.63,214.42,60,0,1118,1118
EV0405,Tata Nexon EV,BAT027,79,133223,16,56.2,24.35,358.6,218.98,60,0,1117,1117
EV0406,Mahindra XUV400,BAT017,3,3479,54,38.7,34.32,401.78,205.53,97.52,107.2,1116,1116
EV0407,Tata Nexon EV,BAT048,73,125904,57,57.5,44.17,351.91,166.58,60,0,1115,1115
EV0408,BYD Atto 3,BAT027,14,16938,25,40.3,25.17,415.47,267.15,91.51,90,1114,1114
EV0409,Tata Nexon EV,BAT026,87,115993,9,44.4,26.6,394.03,131.52,65.8,16.6,1113,1113
EV0410,Kia EV6,BAT021,67,98065,35,48.8,43.76,369.01,146.44,60,0,1112,1112
EV0411,Hyundai Kona EV,BAT029,12,12357,48,34.3,28.42,353.15,221.01,92.25,92.1,1111,1111
EV0412,MG ZS EV,BAT001,70,97797,25,46.6,34.79,417.42,163.85,71.97,34.2,1110,1110
EV0413,BYD Atto 3,BAT020,93,120447,46,43.2,35.43,414.56,178.18,73.06,37.3,1109,1109
EV0414,Nissan Leaf,BAT040,9,12844,47,47.6,34.5,407.73,202.9,91.5,90,1108,1108
EV0415,MG ZS EV,BAT036,49,24715,25,16.8,22.81,393.57,159.86,87.81,79.5,1107,1107
EV0416,Tata Nexon EV,BAT016,90,104950,65,38.9,28.46,397.41,280.96,60,0,1106,1106
EV0417,Tata Nexon EV,BAT037,84,79696,43,31.6,25.55,387.36,115.73,72.23,34.9,1105,1105
EV0418,Tata Nexon EV,BAT040,82,101349,47,41.2,21.84,357.16,120.01,60,0,1104,1104
EV0419,MG ZS EV,BAT022,24,45057,31,62.6,25.29,394.68,122.11,93.72,96.3,1103,1103
EV0420,Nissan Leaf,BAT021,19,14959,30,26.2,29.28,383.44,292.6,93.45,95.6,587,587
EV0421,Tata Nexon EV,BAT023,89,136070,12,51,40.37,352.75,296.91,60,0,586,586
EV0422,BYD Atto 3,BAT022,15,7745,35,17.2,23.9,411.63,199.62,90.7,87.7,585,585
EV0423,BMW i4,BAT037,54,80402,10,49.6,39.62,385.5,227.35,74,40,584,584
EV0424,Audi e-tron,BAT029,77,137751,55,59.6,28.49,373.36,112.87,60.37,1.1,583,583
EV0425,BMW i4,BAT026,59,55168,27,31.2,26.95,365.52,254.53,64.75,13.6,582,582
EV0426,Nissan Leaf,BAT032,63,71049,30,37.6,23.35,380.31,197.5,65.34,15.3,581,581
EV0427,Tesla Model 3,BAT015,75,107215,17,47.7,35.02,416.4,149.27,66.51,18.6,580,580
EV0428,Mahindra XUV400,BAT024,77,85134,22,36.9,22.83,367.12,279.25,71.91,34,579,579
EV0429,BYD Atto 3,BAT039,93,87217,14,31.3,32.09,383.31,154,63.74,10.7,578,578
EV0430,Hyundai Kona EV,BAT012,25,15745,11,21,25.19,419.69,207.03,93.79,96.5,577,577
EV0431,BYD Atto 3,BAT022,25,23835,18,31.8,22.12,391.32,253.44,92.83,93.8,576,576
EV0432,BMW i4,BAT026,46,61399,33,44.5,42.56,388.38,247.84,80.6,58.9,575,575
EV0433,Audi e-tron,BAT043,40,33258,29,27.7,35.95,419.25,160.8,75.35,43.9,574,574
EV0434,Hyundai Kona EV,BAT032,76,116266,38,51,21.85,362.51,235.39,66.26,17.9,573,573
EV0435,Mahindra XUV400,BAT035,40,70455,68,58.7,33.9,364.83,281.59,87.37,78.2,572,572
EV0436,BYD Atto 3,BAT002,85,74996,40,29.4,22.62,405.69,162.95,60,0,571,571
EV0437,Tesla Model 3,BAT024,67,104624,37,52.1,44.85,354.18,277.13,66.45,18.4,570,570
EV0438,Audi e-tron,BAT045,8,12536,45,52.2,21.86,396.9,186.55,96.18,103.4,569,569
EV0439,Mahindra XUV400,BAT041,91,68139,15,25,38.4,366.54,235.82,60,0,568,568
EV0440,Kia EV6,BAT027,71,104278,38,49,37.65,385.2,256.75,84.33,69.5,567,567
EV0441,Hyundai Kona EV,BAT046,4,5733,16,47.8,29.23,359.22,147.36,97.61,107.5,566,566
EV0442,MG ZS EV,BAT002,3,2844,26,31.6,25.98,396,284.81,97.55,107.3,565,565
EV0443,Tata Nexon EV,BAT037,95,129681,66,45.5,29.44,351.92,166.13,71.95,34.1,564,564
EV0444,Mahindra XUV400,BAT049,40,64455,15,53.7,40.54,386.65,224.38,85.61,73.2,563,563
EV0445,Hyundai Kona EV,BAT004,28,38858,62,46.3,26.25,372.94,294.01,91.75,90.7,562,562
EV0446,Hyundai Kona EV,BAT041,78,137207,42,58.6,44.99,389.06,192.75,68.22,23.5,561,561
EV0447,Kia EV6,BAT002,21,21108,56,33.5,39.03,414.77,112.55,83.04,65.8,560,560
EV0448,Audi e-tron,BAT038,56,69174,64,41.2,37.51,355.3,254.77,66.13,17.5,559,559
EV0449,BYD Atto 3,BAT002,18,25448,6,47.1,43.27,355.58,299.52,85.68,73.4,558,558
EV0450,MG ZS EV,BAT049,69,91829,25,44.4,36.35,350.03,263.15,65.47,15.6,557,557
EV0451,BMW i4,BAT029,78,151116,33,64.6,29.02,372.91,107.15,60,0,556,556
EV0452,Nissan Leaf,BAT039,18,21500,49,39.8,43.68,361.71,145.16,88.37,81.1,555,555
EV0453,BMW i4,BAT001,48,61132,42,42.5,23.21,367.79,195.08,83.55,67.3,554,554
EV0454,BYD Atto 3,BAT029,93,184182,35,66,38.73,373.53,222.26,60,0,553,553
EV0455,Hyundai Kona EV,BAT018,33,26711,48,27,33.34,402.12,115.72,86.51,75.7,552,552
EV0456,Tesla Model 3,BAT004,34,18733,53,18.4,34,361.37,251.03,91.58,90.2,551,551
EV0457,Kia EV6,BAT033,71,107913,27,50.7,27.78,399.3,208.26,60,0,550,550
EV0458,BMW i4,BAT024,95,67861,37,23.8,26.05,406.72,151.15,69.14,26.1,549,549
EV0459,BMW i4,BAT037,34,53560,62,52.5,38.67,417.37,271.61,85.56,73,548,548
EV0460,Kia EV6,BAT006,46,49575,43,35.9,20.73,374.17,291.5,64.3,12.3,547,547
EV0461,BYD Atto 3,BAT011,53,77575,24,48.8,20.07,368.57,292.15,72.92,36.9,546,546
EV0462,MG ZS EV,BAT047,3,5244,12,58.3,31,374.32,237.79,98.02,108.6,545,545
EV0463,BMW i4,BAT041,30,56293,51,62.5,41.74,412.54,157.83,77.11,48.9,544,544
EV0464,Tesla Model 3,BAT037,8,10551,5,44,37.85,401.03,184.35,95.65,101.9,543,543
EV0465,Tesla Model 3,BAT019,70,71972,17,34.3,24.96,410.2,150.21,80.45,58.4,542,542
EV0466,Audi e-tron,BAT018,38,42060,37,36.9,28.97,375.56,177.66,78,51.4,541,541
EV0467,Mahindra XUV400,BAT030,25,49762,44,66.3,27.07,360.65,281.06,82.4,64,540,540
EV0468,BYD Atto 3,BAT044,31,22710,48,24.4,22.94,399.93,115.41,79.29,55.1,539,539
EV0469,Audi e-tron,BAT007,46,77103,49,55.9,27.19,382.08,197.65,77.65,50.4,538,538
EV0470,Tata Nexon EV,BAT030,67,58786,27,29.2,38.77,407.19,250.67,66.95,19.9,537,537
EV0471,Tesla Model 3,BAT048,95,48900,35,17.2,21.74,351.72,182.56,72.24,35,536,536
EV0472,BYD Atto 3,BAT036,18,15869,67,29.4,33.56,398.94,206.4,84.24,69.3,535,535
EV0473,Tesla Model 3,BAT050,32,21731,42,22.6,31.9,412.93,273.26,75.23,43.5,534,534
EV0474,MG ZS EV,BAT028,7,7858,16,37.4,42.39,411.13,191.41,97.64,107.5,533,533
EV0475,BMW i4,BAT014,62,96257,36,51.8,36.63,358.03,273.56,83.23,66.4,532,532
EV0476,BMW i4,BAT046,3,5274,62,58.6,21.5,386.93,103.17,97.19,106.3,531,531
EV0477,Hyundai Kona EV,BAT012,63,96068,56,50.8,35.9,405.53,253.5,84.72,70.6,530,530
EV0478,Audi e-tron,BAT034,54,45512,58,28.1,29.26,416.02,114.41,60,0,529,529
EV0479,BMW i4,BAT025,86,110856,12,43,40.22,376.14,269.65,62.1,6,528,528
EV0480,Hyundai Kona EV,BAT049,92,153364,31,55.6,29.38,409.47,180.45,60,0,1026,1026
EV0481,Mahindra XUV400,BAT032,35,35998,55,34.3,42.66,372.84,203.7,70.52,30.1,1025,1025
EV0482,Tata Nexon EV,BAT038,12,22075,61,61.3,42.44,374.57,263.39,90.68,87.7,1024,1024
EV0483,Nissan Leaf,BAT002,14,19671,42,46.8,26.39,363.39,227.07,91.76,90.7,1023,1023
EV0484,MG ZS EV,BAT037,54,96561,46,59.6,38.95,362.72,236.22,71.29,32.3,1022,1022
EV0485,Tesla Model 3,BAT042,11,11300,62,34.2,42.6,388.38,180.96,91.81,90.9,1021,1021
EV0486,Kia EV6,BAT046,88,130897,47,49.6,26.88,374.32,170.82,60,0,1020,1020
EV0487,BYD Atto 3,BAT042,84,118605,70,47.1,35.29,362.6,250.62,63.08,8.8,1019,1019
EV0488,BMW i4,BAT014,51,82048,11,53.6,37.58,418.25,159.16,60.74,2.1,1018,1018
EV0489,MG ZS EV,BAT045,67,88594,26,44.1,41.81,359.8,190.84,60,0,1017,1017
EV0490,Kia EV6,BAT044,32,41216,21,42.9,22.53,372.61,227.56,81.71,62,1016,1016
EV0491,Nissan Leaf,BAT027,77,113171,56,49,38.35,365.86,150.18,67.25,20.7,1015,1015
EV0492,MG ZS EV,BAT049,35,53760,22,51.2,22.62,362.73,296.73,80.28,57.9,1014,1014
EV0493,Hyundai Kona EV,BAT040,15,24411,28,54.2,43.4,409.56,266.85,91.91,91.2,1013,1013
EV0494,Tata Nexon EV,BAT042,28,44086,5,52.5,40.61,419.05,171.72,92.72,93.5,1012,1012
EV0495,Mahindra XUV400,BAT025,43,75084,59,58.2,36.01,413.45,166.07,70.17,29.1,1011,1011
EV0496,Hyundai Kona EV,BAT033,90,71569,64,26.5,34.92,371.6,118.64,74.47,41.3,1010,1010
EV0497,Kia EV6,BAT011,54,62930,38,38.8,38.08,403.5,187.42,73.57,38.8,1009,1009
EV0498,BYD Atto 3,BAT046,70,44672,25,21.3,21.95,415.4,171.52,74.12,40.3,1008,1008
EV0499,Nissan Leaf,BAT042,15,26018,41,57.8,32.19,357.46,296.38,94.65,99,1007,1007
EV0500,Tata Nexon EV,BAT043,11,18839,63,57.1,22.42,388.27,108.26,93.91,96.9,1006,1006
EV0501,Tesla Model 3,BAT031,59,43967,59,24.8,26.24,356.55,176.52,68.42,24.1,1005,1005
EV0502,Tata Nexon EV,BAT015,12,12205,58,33.9,41.65,395.17,271.26,89.43,84.1,1004,1004
EV0503,Tata Nexon EV,BAT039,44,49404,40,37.4,24.57,364.44,205.86,85.23,72.1,1003,1003
EV0504,Mahindra XUV400,BAT047,10,11224,26,37.4,35.33,408.01,247.42,93.28,95.1,1002,1002
EV0505,Hyundai Kona EV,BAT038,16,17748,21,37,42.7,377.15,210.6,90.98,88.5,1001,1001
EV0506,Hyundai Kona EV,BAT010,75,53864,9,23.9,30.89,367.87,106.11,60,0,1000,1000
EV0507,BYD Atto 3,BAT040,86,122429,33,47.5,30.59,404.18,278.68,76.26,46.5,999,999
EV0508,BYD Atto 3,BAT040,72,98495,36,45.6,44.67,414.98,222,60,0,998,998
EV0509,Tesla Model 3,BAT013,40,40610,14,33.8,40.49,377.8,234.14,75.14,43.3,997,997
EV0510,BYD Atto 3,BAT016,93,68692,47,24.6,30.48,377.04,280.8,60,0,996,996
EV0511,BMW i4,BAT002,24,21718,37,30.2,32.72,355.24,223.82,84.37,69.6,995,995
EV0512,Tata Nexon EV,BAT022,49,45887,46,31.2,43.75,376.68,205.25,85.68,73.4,994,994
EV0513,Kia EV6,BAT039,35,65583,9,62.5,20.23,351.11,140.04,89.84,85.3,993,993
EV0514,MG ZS EV,BAT029,34,35105,14,34.4,41.57,371.17,177.97,91.19,89.1,992,992
EV0515,BMW i4,BAT009,53,28283,43,17.8,23.8,395.44,164.75,83.83,68.1,991,991
EV0516,Tata Nexon EV,BAT020,81,127708,42,52.6,31.26,379.53,195.95,60,0,990,990
EV0517,Audi e-tron,BAT016,87,61628,69,23.6,30.14,408.58,258.57,72.79,36.5,989,989
EV0518,BMW i4,BAT035,80,70307,27,29.3,42.1,386.06,209.86,73.3,38,988,988
EV0519,Mahindra XUV400,BAT043,2,2935,46,48.9,24.44,363.58,217.93,97.64,107.5,987,987
EV0520,Hyundai Kona EV,BAT025,87,165739,6,63.5,25.77,418.09,214.97,68.88,25.4,986,986
EV0521,Nissan Leaf,BAT014,46,52956,30,38.4,39.47,394.25,233.33,62.87,8.2,985,985
EV0522,Audi e-tron,BAT001,28,35318,17,42,20.22,392.88,190.14,85.36,72.5,984,984
EV0523,MG ZS EV,BAT028,4,5183,22,43.2,22.95,401.03,273.13,96.18,103.4,983,983
